ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
93,Imperial Valley Solar Project,,US,CA,,Imperial County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,,1,2011,,1,2013,NULL,,,NULL,,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,160,Tessera Solar,,,,,,6500,,,,,,25,NULL,,kW,Stirling,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on Imperial Valley Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,0,NULL
101,BrightSource PG&E 5,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2012,July,NULL,2016,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 5, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
102,BrightSource PG&E 6,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,September,24,2009,,NULL,,25,,,NULL,2013,December,NULL,2016,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 6, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
103,BrightSource PG&E 7,,US,CA,,TBD,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,25,,,NULL,2013,July,NULL,2017,NULL,,,NULL,,,573000,Expected/Planned,,,,BrightSource Energy,info@brightsourceenergy.com,,,,,NULL,NULL,BrightSource Energy,,,,,,NULL,,,,,,200,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on BrightSource PG&E 7, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
104,Palmdale Hybrid Power Plant,PHPP,US,CA,,Victorville,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,NULL,,,NULL,,,"Inland Energy, Inc.",http://palmdale1.com/,Tony Penno,tpenna@inlandenergy.com,,,,,NULL,NULL,"Inland Energy, Inc.",,,,,,377,acres,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Palmade Hybrid Power Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

The Victorville 2 Hybrid power project uses the same proven solar technology used in the solar power plant owned by the Florida Power & Light just 15 miles north of the City of Victorville. This facility is known as “SEGS 01”, and is one of three separate sites within 40 miles of one another which make up a total of nine solar fields in the Solar Electric Generating System (SEGS). Together these three facilities can generate about 354 megawatts at peak output, comprising most of the commercial solar power currently produced worldwide.",,,,,approve,0,NULL
105,Victorville 2 Hybrid Power Plant,,US,CA,,Victorville,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,,,,NULL,2011,,NULL,2013,NULL,,,NULL,,,NULL,,,"Inland Energy, Inc.",,Tom Barnett,tbarnett@inlandenergy.com,,,,,NULL,NULL,"Inland Energy, Inc.",,,,,,NULL,,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Victorville 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,approve,0,NULL
106,Mt. Signal Solar Plant - tentative,,US,CA,,Imperial Valley,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,20,,January,1,2020,January,1,2020,NULL,,,NULL,,,NULL,,,,,MMR Power Solutions,info@mmrps.com,,,,,NULL,NULL,MMR Power Solutions,,,,,,NULL,,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Mt. Signar Solar, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,0,NULL
109,Mojave Solar Park,,US,CA,Mojave Desert,San Bernardino County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2010,,NULL,,25,,,NULL,2011,,NULL,2013,NULL,,,NULL,,,NULL,,,,,Siemens Energy,support.energy@siemens.com,,,,,NULL,NULL,Siemens Concentrated Solar Power,,,,,,6000,acres,,,,,553,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Mojave Solar Park, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,0,NULL
113,Ridgecrest Solar Power Project - suspended?,,US,CA,,Ridgecrest,Kern,NULL,NULL,NULL,North,NULL,NULL,NULL,West,Parabolic trough,Under development,2011-01-21 00:00:00.000,January,1,2009,,NULL,,,,,NULL,2011,,NULL,2014,NULL,,,NULL,,,NULL,Expected/Planned,,,,Sven Moormann,presse@SolarMillennium.de,,,,,NULL,NULL,"Solar Millennium, LLC",,,,,,1440,acres,,,,,250,NULL,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on the Ridgecrest Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC is proposing to construct a utility-scale thermal electric power generating facility, referred to as the Ridgecrest Solar Power Project.  The Project will be located in the high northern Mojave Desert in northeastern Kern County, California, about five miles southwest of the City of Ridgecrest, California. 

According to a letter submitted by Solar Millennium, the company has asked the California Energy Commission (CEC) to temporarily suspend the application review of its proposed Ridgecrest Solar Power project.",,,,,draft,52,NULL
117,Andasol-3,AS-3,ES,  ,,Granada,,37,13,42.7,North,3,4,6.73,West,Parabolic trough,Under construction,2011-01-07 00:00:00.000,January,1,2010,,NULL,,,,March,1,2008,June,1,2011,2200,,,NULL,,,NULL,,,,,Solar Millennium,presse@SolarMillennium.de,,,,,NULL,NULL,Ferrostaal AG,,,,Duro Felguera Group,,200,hectares,,,,,50,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,7.5,hours,,"This page provides information on Andasol-3, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,NULL
134,Rajasthan Solar One,,IN,  ,,Rajasthan,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2010-12-23 00:00:00.000,January,1,2010,,NULL,,,,January,1,2020,January,1,2020,NULL,,,NULL,,,NULL,,,,,Broadlands Financial,info@broadlandsfinancial.com,,,,,NULL,NULL,Entegra,Broadlands Financial Group,,,Techint/Solare XXI,,NULL,,,,,,10,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,8,hours,,"This page provides information on Rajasthan Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,0,NULL
135,Agua Prieta II,,MX,  ,,Sonara,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2010-12-23 00:00:00.000,January,1,2010,,NULL,,,,December,1,2010,May,1,2013,NULL,,,NULL,,,NULL,,,,,NREL,don.gwinner@nrel.gov,,,,,NULL,NULL,CFE,Elecnor-Sener,,,,,NULL,,,,,,12,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on the Agua Prieta II Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,0,NULL
136,Abengoa Mojave Solar Project,,US,CA,,Harper Dry Lake,San Bernardino,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2011-01-18 00:00:00.000,October,26,2009,,NULL,,25,,December,15,2010,January,1,2013,NULL,,,NULL,,,600000,Expected/Planned,"The Project's capacity factor depends on the local solar insolation, but is estimated to be about 600,000 to 630,000 MWh per year net (both plants combined) while operating for about 3,024 hours per year. This production estimate was made using the Solar Advisor Model software developed and maintained by the National Renewable Energy Laboratory.",,,Allison Lenthall,allison@renewcomm.com,,,,,1200,80,"Mojave Solar, LLC","Abengoa Solar, Inc.",,,,,1765,acres,,,,,250,NULL,Two 125-MW units,MW,Steam Rankine,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on Abengoa's Mojave Solar Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.   

The project will be located in an unincorporated area of San Bernardino County, between Barstow and Kramer Junction, about nine miles northwest of Hinkley and 100 miles northeast of Los Angeles.",,,,,draft,57,0
148,REMOVED BUT SAVE Alpine SunTower,,US,CA,Antelope Valley,Lancaster,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-01-20 00:00:00.000,June,25,2009,,NULL,,,,,NULL,NULL,,NULL,2012,NULL,,,NULL,,,192000,,,,,Contact Name Here,need.contact@company.com,,,,,NULL,NULL,NRG Energy,,,,,,NULL,,,,,,1.111111E+11,92,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Alpine SunTower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Pacific Gas and Electric Company has entered into an agreement with Alpine SunTower, LLC, a subsidiary of NRG Energy, for 92 megawatts of renewable, solar thermal power. The Alpine SunTower project features eSolar’s modular, scalable solar thermal technology and is scheduled for completion in 2012.",,,,,draft,55,0
149,REMOVED BUT SAVE New Mexico SunTower,New Mexico SunTower,US,NM,,Santa Teresa,,31,48,NULL,North,106,39,NULL,West,Power tower,Under development,2011-01-20 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,2540,NREL SUNY TDY data,,NULL,,,NULL,,,eSolar,http://www.esolar.com,Jim Shandalov,jim@esolar.com,,,Patrick Kann,patrick@esolar.com,NULL,NULL,NRG Energy,,,,,,NULL,,,,Water,,1.111111E+18,92,,MW,NULL,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on New Mexico SunTower, a concentrating solar power (CSP) project, which uses eSolar's solar thermal technology. 

eSolar is a world leader in CSP technology in tower configuration. Located in Santa Teresa, New Mexico, this tower system will sell energy to El Paso Electric under a power purchase agreement.",,,,,draft,64,0
156,Calico Solar Project - cancelled,,US,CA,,San Bernardino County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2011-02-15 00:00:00.000,January,1,2010,,NULL,,20,,December,15,2010,December,1,2011,NULL,,Commercial plant,2000000000,dollars,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,180,Tessera Solar,,,,,,4600,acres,,,,,664,NULL,,MW,Steam Rankine,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Calico–Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,draft,59,0
