ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
135,Agua Prieta II,,MX,  ,Sonora State,Agua Prieta,,31,19,33,North,109,32,56,West,Parabolic trough,Under construction,2013-10-30 00:00:00.000,,NULL,NULL,,NULL,,,,November,NULL,2011,,NULL,2014,NULL,,Commercial,NULL,,,34000,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Abengoa Solar,,,,Abener/Teyma,,60,hectares,,,Thermal Oil,,14,12,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on ISCC Agua Prieta II, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. Integrated Solar Combined-Cycle (ISCC) technology combines the benefits of solar energy with the benefits of a combined cycle. The solar resource partially substitutes the fossil fuel. Agua Prieta II project has an overall capacity of 478 MW (464 MW combined cycle, 14 MW solar input). An additional natural gas duct–burner allows a similar production of 14 MWe when solar field is not in operation.",,,,,Published,0,NULL
148,Alpine SunTower,,US,CA,Antelope Valley,Lancaster,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2011-10-20 00:00:00.000,June,25,2009,,NULL,,,,,NULL,NULL,,NULL,2012,NULL,,,NULL,,,192000,,,,,Contact Name Here,need.contact@company.com,,,,,NULL,NULL,NRG Energy,,,,,,NULL,,,,,,1.111111E+11,92,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Alpine SunTower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Pacific Gas and Electric Company has entered into an agreement with Alpine SunTower, LLC, a subsidiary of NRG Energy, for 92 megawatts of renewable, solar thermal power. The Alpine SunTower project features eSolar’s modular, scalable solar thermal technology and is scheduled for completion in 2012.",,,,,archived,55,0
149,New Mexico SunTower,New Mexico SunTower,US,NM,,Santa Teresa,,31,48,NULL,North,106,39,NULL,West,Power tower,Under development,2011-10-20 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,2540,NREL SUNY TDY data,,NULL,,,NULL,,,eSolar,http://www.esolar.com,Jim Shandalov,jim@esolar.com,,,Patrick Kann,patrick@esolar.com,NULL,NULL,NRG Energy,,,,,,NULL,,,,Water,,1.111111E+18,92,,MW,NULL,NULL,,,,Wet cooling,Cooling towers,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on New Mexico SunTower, a concentrating solar power (CSP) project, which uses eSolar's solar thermal technology. 

eSolar is a world leader in CSP technology in tower configuration. Located in Santa Teresa, New Mexico, this tower system will sell energy to El Paso Electric under a power purchase agreement.",,,,,archived,64,0
156,Calico Solar Project - cancelled,,US,CA,,San Bernardino County,,NULL,NULL,NULL,,NULL,NULL,NULL,,Dish/Engine,Under development,2011-02-15 00:00:00.000,January,1,2010,,NULL,,20,,December,15,2010,December,1,2011,NULL,,Commercial plant,2000000000,dollars,,NULL,,,,,Tessera Solar,information@tesserasolar.com,,,,,NULL,180,Tessera Solar,,,,,,4600,acres,,,,,664,NULL,,MW,Steam Rankine,NULL,,,,,The SunCatcher does not use water for electricity generation or cooling cycles.  Minimal water is used for site operations and washing its mirrors.,NULL,NULL,,NULL,,NULL,,NULL,,,"This page provides information on Calico–Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,archived,59,0
159,Puerto Errado 2 Thermosolar Power Plant,PE2,ES,  ,Murcia,Calasparra,,38,16,42.28,North,1,36,1.01,West,Linear Fresnel reflector,Operational,2013-04-26 00:00:00.000,March,31,2012,b1.2 R.D 661/2007,26.8717,Euro cents per kWh,25,Tariff rate is 21.5495 Euro cents/kWh beyond 25 yr,April,10,2011,March,31,2012,2095,Client,Commercial,NULL,,,49000,Expected/Planned,"Following radiation estimation, own electrical consumers and equipment efficiency","Tubo Sol PE 2, S.L.",,Novatec Solar,contact@novatecsolar.com,,,,,NULL,25,Novatec Biosol AG,,,,Novatec GmbH & Co. KG,,70,hectares,,,Water,Novatec Solar España,30,30,,MW,NULL,55,bar,Thermodyn SAS,,Dry cooling,Air-cooled condensers,NULL,NULL,"270º C, 55 bar",NULL,,NULL,Single-tank thermocline,0.5,Hours,Ruths tank,"This page provides information on Puerto Errado 2 Thermosolar, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. This plant, operated by Novatec Solar España, is a linear Fresnel reflector system.",,,,,Published,0,0
197,Blythe Solar Power Project = CHANGED TO PV,,US,CA,,Blythe,Riverside,33,37,55,North,114,45,45,West,Parabolic trough,Under development,2011-08-25 00:00:00.000,January,1,2009,,NULL,,20,,December,1,2010,January,1,2013,NULL,,,6000000000,dollars,,525000,Expected/Planned,,,,Solar Millennium,info@SolarMillennium.de,,,,,1066,295,"Solar Millennium, LLC",Chevron Energy Solutions,,,,,7030,acres,,,,,1000,NULL,four 250 MW plants,MW,Steam Rankine,NULL,,,,Dry cooling,Air-cooled condenser (ACC),NULL,NULL,,NULL,,NULL,,0,,,"This page provides information on the Blythe Solar Power Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.

Solar Millennium LLC and Chevron Energy Solutions are proposing to construct a utility-scale thermal electric power generating facility, referred to as the Blythe Solar Power Project.  The BSPP will be located in the southern California inland desert, about eight miles west of the City of Blythe and two miles north of the Interstate-10 (I-10) freeway in Riverside County, California.",,,,,archived,51,0
207,Thai Solar Energy 1,TSE1,TH,  ,Kanchanaburi Province,Huai Kachao,,14,20,1,North,99,42,33,East,Parabolic trough,Operational,2015-01-23 00:00:00.000,,NULL,NULL,Feed-in Tariff,11.5,Baht/kWh,10,,,NULL,NULL,January,25,2012,NULL,,Commercial,NULL,,,8000,Expected,,Solarlite GmbH,http://www.solarlite.de/,Sören Hempel,soeren.hempel@solarlite.de,,,Yuvaraj Pandian,yuvaraj.pandin@solarite.de,120,10,Solarlite GmbH,,Thai Solar Energy Co.Ltd.,,Solarlite GmbH,,110,hectares,,,Water/Steam,,5,5,,MW,NULL,30,bar,MAN (MARC 2),,Wet cooling,Cooling tower (evaporation cooling),NULL,NULL,,12,None,NULL,None,NULL,,,"This page provides information on TSE1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. TSE1 is the first commercial solar thermal power plant based on direct steam generation.",,,,,Published,0,0
210,Helioenergy 1,,ES,  ,Sevilla,Écija,,37,34,55,North,5,6,57,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,September,1,2011,NULL,,Commercial,NULL,,,95000,Expected/Planned,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,600,60,Abengoa Solar,EON,Abengoa,EON,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,Siemens SST-700,Germany,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Helioenergy 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
212,Helioenergy 2,,ES,  ,Sevilla,Écija,,37,34,55,North,5,6,57,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,January,NULL,2012,NULL,,Commercial,NULL,,,95000,Expected/Planned,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,600,60,Abengoa Solar,EON,Abengoa Solar,EON,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,Siemens SST-700,Germany,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Helioenergy 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
215,Aste 1A,,ES,  ,Ciudad Real,Alcázar de San Juan,,39,10,34,North,3,14,4,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,January,NULL,2012,2019,,Commercial,NULL,,,170000,Expected/Planned,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,500,50,Elecnor/Aries/ABM AMRO,,,,Elecnor,,180,hectares,,,Dowtherm A,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,15,,NULL,2-tank indirect,8,Hours,"Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Aste 1A, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
216,Aste 1B,,ES,  ,Ciudad Real,Alcázar de San Juan,,39,10,34,North,3,14,4,West,Parabolic trough,Operational,2012-08-03 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,January,NULL,2012,NULL,,Commercial,NULL,,,150000,Expected/Planned,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,500,50,Elecnor/Aries/ABM AMRO,,,,Sener,,170,hectares,,,Thermal Oil,,50,49.9,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,HTF Boiler,NULL,2-tank indirect,7.5,Hours,"60% Sodium Nitrate, 40% Potassium Nitrate. 1,010 MWht","This page provides information on Aste 1A, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,published,0,1
217,Aste 1B,,ES,  ,Ciudad Real,Alcázar de San Juan,,39,10,34,North,3,14,4,,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,January,NULL,2012,2019,,Commercial,NULL,,,170000,Expected/Planned,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,500,50,Elecnor/Aries/ ABM AMRO,,,,Elecnor,,180,hectares,,,Dowtherm A,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,15,,NULL,2-tank indirect,8,Hours,"Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Aste 1B, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
221,Alba Nova 1,,FR,  ,Corsica Island,Ghisonaccia,,42,0,56,North,9,26,57,East,Linear Fresnel reflector,Under construction,2014-08-28 00:00:00.000,,NULL,NULL,,NULL,,20,,October,NULL,2013,August,NULL,2015,1800,Meteo Station,Demonstration,NULL,,,25000,Estimated,,Solar Euromed,http://www.solareuromed.com,Simon Benmarraze,simon.benmarraze@solareuromed.com,,,,,150,12,Solar Euromed,,Solar Euromed,,Habtoor Leighton Specon,,23,hectares,,,Water,,12,12,,MW,Steam Rankine,65,bar,,,Dry cooling,,NULL,NULL,,NULL,,NULL,Other,1,hour,Ruths tank,"This page provides information on ALBA NOVA 1, a concentrating solar power (CSP) demonstration project, with data organized by background, participants, and power plant configuration. ALBA NOVA 1 is the first Linear Fresnel Reflector (LFR) power plant in France. Located in Ghisonaccia in Corsica, ALBA NOVA 1 will enter in operations in 2014.  ALBA NOVA 1 will generate 12 megawatts of electricity at full output to help meet Corsica peak demand.",photo_alba_nova.jpg,Photo of Alba Nova,,,archived,0,0
222,Augustin Fresnel 1,,FR,  ,Pyreneans,Targassonne,,42,30,4,North,1,58,20,East,Linear Fresnel reflector,Operational,2014-05-08 00:00:00.000,,NULL,NULL,,NULL,,,,August,1,2011,January,1,2012,1800,Meteo Station,Prototype,NULL,,,NULL,,,Solar Euromed,http://www.solareuromed.com,Simon Benmarraze,simon.benmarraze@solareuromed.com,,,,,10,3,Solar Euromed,,Solar Euromed,,Solar Euromed,,1,hectares,,,Water,,0.25,0.25,,MW,Steam Rankine,100,bar,,,Dry cooling,,NULL,NULL,,NULL,,NULL,Other,0.25,hours,Ruths tank,"This page provides information on AUGUSTIN FRESNEL 1, a concentrating solar power (CSP) pilot project, with data organized by background, participants, and power plant configuration. AUGUSTIN FRESNEL 1 is a Linear Fresnel Reflector (LFR) project. Located in Targassonne in the South of France, AUGUSTIN FRESNEL 1  began construction in August 2011 and entered in operations in January 2012.",photo_augustin_fresnel.jpg,Photo of Augustin Fresnel,,,archived,0,0
223,Solacor 1,,ES,  ,Córdoba,El Carpio,,37,54,54,North,4,30,9,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,February,1,2012,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,450,40,Abengoa Solar,JGC,Abengoa Solar,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solacor 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
224,Solacor 2,,ES,  ,Córdoba,El Carpio,,37,54,54,North,4,30,9,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,,,NULL,NULL,March,9,2012,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,450,40,Abengoa Solar,JGC,Abengoa Solar,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solacor 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
227,Morón,,ES,  ,Seville,Morón de la Frontera,,37,8,23,North,5,28,16,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in tariff,,NULL,NULL,May,NULL,2012,NULL,,Commercial,295000000,Euros,,100000,Estimated,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,600,45,Ibereólica Solar,,,,Acciona/Seridom,,160,hectares,,,Thermal Oil,,50,50,5 extractions,MW,Steam Rankine,100,bar,Siemens,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Morón, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
228,Olivenza 1,,ES,  ,Badajoz,Olivenza,,38,48,37,North,7,3,32,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in tariff,August,NULL,2010,September,NULL,2012,NULL,,Commercial,284000000,Euros,,100000,Estimated,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,600,45,Ibereólica Solar,,,,Acciona/Seridom,,160,hectares,,,Thermal Oil,,50,50,5 extractions,MW,Steam Rankine,100,bar,Siemens,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Olivenza 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
229,Astexol II,,ES,  ,Badajoz,Olivenza,,38,48,36,North,7,3,9,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,,NULL,2012,2052,,Commercial,NULL,,,170000,,,,,Ezequiel Ferrer,ezequiel@solarpaces.org,,,,,500,50,Elecnor/Aries/ABM AMRO,,,,Elecnor,,160,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,15,,NULL,2-tank indirect,8,Hours,"60% Sodium Nitrate, 40% Potassium Nitrate","This page provides information on Astexol II, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
230,Solaben 1,,ES,  ,Cáceres,Logrosán,,39,13,29,North,5,23,26,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,August,NULL,2013,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,700,85,Abengoa,,Abengoa,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solaben 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
231,Solaben 2,,ES,  ,Cáceres,Logrosán,,39,13,29,North,5,23,26,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,October,NULL,2012,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,700,85,Abengoa,ITOCHU,Abengoa,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solaben 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
232,Solaben 3,,ES,  ,Cáceres,Logrosán,,39,13,29,North,5,23,26,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,June,NULL,2012,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,700,85,Abengoa,ITOCHU,Abengoa,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solaben 3, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
233,Solaben 6,,ES,  ,Cáceres,Logrosán,,39,13,29,North,5,23,26,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,August,NULL,2013,NULL,,Commercial,NULL,,,100000,Estimated,,Abengoa Solar,http://www.abengoasolar.com,Allison Lenthall,allison.lenthall@solar.abengoa.com,,,,,700,85,Abengoa,,Abengoa,,Abener/Teyma,,110,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,100,bar,,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Solaben 6, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
234,Enerstar,Villena,ES,  ,Alicante,Villena,,38,43,43,North,0,55,19,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,June,NULL,2010,September,26,2013,NULL,,Commercial,NULL,,,100000,Estimated,,FCC Energy,http://www.fcc.es/energia/index.html?lang=EN,David García,dgarciag@fcc.es,,,,,NULL,NULL,FCC Energy,,,,"FCC, SerIDOM (IDOM Group)",,214,hectares,,,Thermal Oil,,50,50,3 extractions,MW,Steam Rankine,100,bar,Man-Turbo,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Enerstar (Villena), a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
235,Guzmán,,ES,  ,Córdoba,Palma del Río,,37,9,7,North,5,16,16,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,July,NULL,2010,July,NULL,2012,NULL,,Commercial,NULL,,,104000,Estimated,,FCC Energy,http://www.fcc.es/energia/index.html?lang=EN,David García,dgarciag@fcc.es,,,,,NULL,NULL,FCC Energy,,,,"FCC, Abantia, SerIDOM (IDOM Group)",,200,hectares,,,Dowtherm A,,50,50,5 extractions,MW,Steam Rankine,100,bar,Man-Turbo,,Wet cooling,Cooling Towers,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Guzmán, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
236,La Africana,,ES,  ,Córdoba,Posadas,,37,44,52,North,5,6,56,West,Parabolic trough,Operational,2012-11-24 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,November,21,2012,1950,,Commercial,387000000,Euros,,170000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,300,40,Ortiz/TSK/Magtel,,,,Sener,,252,hectares,,,,,50,50,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,7.5,hours,"60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on La Africana, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
237,Orellana,,ES,  ,Badajoz,Orellana,,38,59,31,North,5,32,56,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,August,NULL,2012,NULL,,Commercial,240000000,Euro,,118000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Acciona,,,,Sener,,186,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Orellana, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
238,Termosol 1,,ES,  ,Badajoz,Navalvillar de Pela,,39,11,35,North,5,34,34,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,March,NULL,2011,March,NULL,2013,NULL,,Commercial,NULL,,,180000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,"NextEra, FPL",,,,Sener,,200,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,9,hours,"60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Termosol 1, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
239,Termosol 2,,ES,  ,Badajoz,Navalvillar de Pela,,39,11,35,North,5,34,34,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,March,NULL,2011,March,NULL,2013,NULL,,Commercial,NULL,,,180000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,"NextEra, FPL",,,,Sener,,200,hectares,,,Thermal Oil,,50,50,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,9,hours,"60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Termosol 2, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
240,Casablanca,,ES,  ,Badajoz,Talarrubias,,39,14,22,North,5,18,49,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,,NULL,NULL,,NULL,2013,NULL,,Commercial,NULL,,,160000,Estimated,,COBRA,http://www.grupocobra.com,Francisco González,fgonzalez@eyra.net,,,,,NULL,NULL,ACS - COBRA group,,,,Cobra Instalaciones y Servicios,,200,hectares,,,,Diphenyl/Biphenyl oxide,50,50,,MW,Steam Rankine,100,bar,Siemens,Germany,Wet cooling,Cooling towers,38.1,NULL,,NULL,,NULL,2-tank indirect,7.5,hours,"60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Casablanca, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
241,Arenales,,ES,  ,Sevilla,Morón de la Frontera,,37,9,43,North,5,32,54,West,Parabolic trough,Operational,2017-03-20 00:00:00.000,,NULL,NULL,Real Decreto 661/2007,27,Euro cents per kWh,25,Feed-in Tariff,November,NULL,2011,November,NULL,2013,NULL,,Commercial,NULL,,,166000,Estimated,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,RREF/OHL,,OHL,,Ecolaire España,,220,hectares,,,Diphyl,LanXess,50,50,,MW,Steam Rankine,NULL,,GE,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,7,hours,"Molten salts; 60% Sodium Nitrate, 40% Potassium Nitrate.","This page provides information on Arenales, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
